Date,Open,High,Low,Close,Adj Close,Volume
1/17/2017,128.820007,128.820007,127.330002,128.130005,122.20372,98800
1/18/2017,128.080002,129.050003,128.029999,128.25,122.318161,79900
1/19/2017,128.259995,128.770004,127.480003,127.959999,122.04158,85300
1/20/2017,127.919998,127.949997,126.830002,127.239998,121.354874,60600
1/23/2017,125.860001,126.059998,124.760002,125.980003,120.153152,110700
1/24/2017,125.57,126.080002,124.940002,125.370003,119.571373,66700
1/25/2017,125.410004,125.989998,125.160004,125.849998,120.029167,64600
1/26/2017,127.199997,127.690002,126.550003,126.889999,121.021065,82100
1/27/2017,126.980003,126.980003,125.709999,126.150002,120.315292,53800
1/30/2017,125.059998,125.089996,124.230003,125.089996,119.304321,69200
1/31/2017,124.879997,126,124.879997,125.830002,120.010094,63200
2/1/2017,126.709999,126.870003,124.93,125.730003,119.914719,77900
2/2/2017,125.550003,126.190002,124.879997,125.760002,119.943336,48700
2/3/2017,126.150002,126.540001,125.379997,125.739998,119.924255,44200
2/6/2017,124.980003,125.029999,123.760002,123.879997,118.150284,62900
2/7/2017,123.970001,124.419998,122.669998,123.080002,117.387283,87800
2/8/2017,123.559998,123.830002,121.839996,123.809998,118.083527,93200
2/9/2017,123.809998,124.269997,123.339996,123.5,117.787865,71400
2/10/2017,124.589996,125.660004,124.589996,125.57,119.762123,83200
2/13/2017,124.150002,125.120003,124.150002,124.57,118.808372,71600
2/14/2017,124.349998,124.349998,122.580002,124.169998,118.426872,73500
2/15/2017,122.639999,123.730003,122.550003,123.5,117.787865,90800
2/16/2017,123,123.260002,121.849998,122.57,116.900879,123300
2/17/2017,120.400002,121.82,120.400002,121.620003,115.99482,82600
2/21/2017,122.239998,122.989998,122,122.650002,116.97718,59000
2/22/2017,121.389999,121.800003,120.849998,121,115.403488,81700
2/23/2017,122.639999,122.980003,121.440002,121.919998,116.280937,93300
2/24/2017,120.379997,120.690002,120.029999,120.360001,114.793098,82000
2/27/2017,119.489998,119.720001,118.760002,119.589996,114.058701,145800
2/28/2017,118.150002,118.809998,118.150002,118.690002,113.200333,75500
3/1/2017,118.18,119.18,118.120003,118.970001,113.467384,119700
3/2/2017,117.790001,118.110001,117.07,117.07,111.655258,152300
3/3/2017,117.650002,118.75,117.470001,118.260002,112.79023,73700
3/6/2017,118.019997,118.089996,117.32,117.620003,112.179825,93500
3/7/2017,117.489998,118.050003,117.110001,117.550003,112.11306,198300
3/8/2017,116.910004,116.910004,113.660004,113.849998,108.58419,198200
3/9/2017,113.540001,114.040001,112.32,113.879997,108.612808,157400
3/10/2017,114.489998,114.489998,113.449997,113.639999,108.383911,217000
3/13/2017,114.849998,115.489998,114.580002,115.089996,109.766838,110700
3/14/2017,114.279999,114.279999,112.959999,113.25,108.011948,138100
3/15/2017,114.010002,116.080002,113.400002,115.650002,110.300941,113400
3/16/2017,117.080002,117.5,116.650002,117.059998,111.645721,124500
3/17/2017,117.389999,117.919998,117.139999,117.510002,112.074913,113500
3/20/2017,116.82,117.959999,116.779999,117.849998,112.399185,109300
3/21/2017,117.580002,117.589996,114.989998,115.099998,109.776375,149000
3/22/2017,114.870003,116.199997,114.540001,115.43,110.091118,85900
3/23/2017,115.459999,119.660004,115.459999,119,113.495995,330500
3/24/2017,121,121,119.470001,119.68,114.144547,216800
3/27/2017,118.889999,120.480003,118.650002,120.459999,114.888474,92000
3/28/2017,120.529999,121.480003,119.800003,120.849998,115.260429,117700
3/29/2017,120.459999,121.610001,120.32,121.550003,115.928055,120300
3/30/2017,120.720001,121.470001,120.360001,120.489998,114.917076,80800
3/31/2017,120.150002,120.43,119.620003,119.800003,114.258995,92100
4/3/2017,119.75,120.440002,119.050003,120.440002,114.869392,66200
4/4/2017,119.779999,121.489998,119.779999,121.449997,115.832672,69700
4/5/2017,122.529999,122.739998,120.919998,121.169998,115.565628,117200
4/6/2017,122.5,122.5,121.120003,121.540001,115.918518,90800
4/7/2017,122.019997,123.230003,121.68,122.440002,116.776894,101100
4/10/2017,121.949997,122.309998,121.599998,122.029999,116.385849,147000
4/11/2017,121.400002,121.419998,119.510002,120.589996,115.012451,149900
4/12/2017,120.860001,121.139999,120.059998,120.690002,115.107834,73100
4/13/2017,120.760002,121.489998,119.830002,119.919998,114.373444,62300
4/17/2017,120.110001,120.760002,120.080002,120.650002,115.069679,55900
4/18/2017,118.260002,118.839996,117.690002,117.760002,112.313347,94600
4/19/2017,118.139999,118.139999,115.459999,115.639999,110.291405,109100
4/20/2017,116.849998,116.940002,116.089996,116.190002,110.815971,128400
4/21/2017,115.949997,116.339996,115.300003,115.57,110.22464,88300
4/24/2017,116.970001,116.970001,115.769997,115.769997,110.41539,92900
4/25/2017,116.889999,116.889999,116.040001,116.43,111.044868,133300
