Date,Open,High,Low,Close,Adj Close,Volume
3/30/2017,108.150002,108.68,107.199997,107.779999,104.653641,6797700
3/31/2017,107.699997,108.139999,107.050003,107.370003,104.255539,6159000
4/3/2017,107.220001,107.970001,106.379997,107.800003,104.673065,5800900
4/4/2017,107.879997,108.720001,107.010002,108.660004,105.508125,4687400
4/5/2017,109.650002,110.669998,108.559998,108.639999,105.488701,6398800
4/6/2017,109.120003,109.650002,108.75,109.290001,106.119843,3934500
4/7/2017,109.379997,109.580002,108.669998,108.860001,105.702316,4889400
4/10/2017,109.120003,110.199997,108.970001,109.43,106.255775,4812100
4/11/2017,109.529999,109.540001,108.059998,108.970001,105.80912,3956500
4/12/2017,109.360001,109.360001,108.449997,108.970001,105.80912,5053300
4/13/2017,108.639999,108.739998,105.93,106.099998,103.022369,6894800
4/17/2017,106.169998,106.480003,105.650002,106.169998,103.09034,5278800
4/18/2017,105.809998,106.68,105.32,105.68,102.614555,4252700
4/19/2017,105.889999,106.139999,103.830002,104.230003,101.206627,6667900
4/20/2017,104.400002,105.690002,104.360001,104.879997,101.837761,4988100
4/21/2017,104.800003,105.43,104.290001,104.889999,101.847466,5432600
4/24/2017,105.790001,106.410004,105.370003,105.93,102.8573,4538200
4/25/2017,106.300003,106.970001,106.18,106.730003,103.634102,4619000
4/26/2017,106.400002,107.480003,105.970001,106.080002,103.00296,6687400
4/27/2017,105.959999,105.980003,104.669998,105.470001,102.410645,5781800
4/28/2017,107.050003,107.599998,105.989998,106.699997,103.604973,6797800
5/1/2017,106.260002,106.730003,105.760002,105.919998,102.847588,4955500
5/2/2017,106.110001,106.529999,105.089996,105.360001,102.303833,5112200
5/3/2017,105.360001,107.260002,105.129997,106.720001,103.62439,5663000
5/4/2017,106.239998,106.330002,104.139999,104.809998,101.769791,8039900
5/5/2017,104.919998,105.889999,104.699997,105.790001,102.721367,5060000
5/8/2017,105.93,106.720001,105.82,106.68,103.585548,5175100
5/9/2017,106.510002,106.75,104.82,105.080002,102.031967,5024000
5/10/2017,105.82,106.830002,105.540001,106.5,103.410767,5582800
5/11/2017,107.080002,107.080002,105.629997,106.209999,103.129181,4632100
5/12/2017,106.059998,106.290001,105.480003,105.959999,102.886429,4488200
5/15/2017,107.150002,107.709999,106.68,106.849998,103.750618,6647500
5/16/2017,107.57,107.660004,106.940002,107.25,104.139023,5001400
5/17/2017,106.169998,106.269997,104.620003,104.699997,102.697128,6384300
5/18/2017,104.550003,105.68,103.839996,105.169998,103.158142,5618100
5/19/2017,105.519997,106.519997,105.169998,106.519997,104.482307,8383500
5/22/2017,107.089996,107.089996,105.75,106.120003,104.089973,4491100
5/23/2017,106.07,106.559998,105.980003,106.269997,104.237091,3457100
5/24/2017,106.099998,106.360001,105.730003,106.220001,104.188057,3457200
5/25/2017,106.099998,106.709999,104.720001,105.110001,103.099289,5293800
5/26/2017,105.050003,105.290001,104.599998,104.720001,102.716751,3752500
5/30/2017,104.349998,104.709999,103.75,104.059998,102.069374,4288000
5/31/2017,103.550003,103.889999,103.07,103.480003,101.500473,8037900
6/1/2017,103.690002,104.279999,103.43,104.269997,102.275352,4769400
6/2/2017,103.82,103.940002,102.769997,103.110001,101.137543,5864000
6/5/2017,102.800003,103.580002,102.629997,103.190002,101.216019,4523300
6/6/2017,103.110001,104.449997,102.760002,104.169998,102.177269,4683900
6/7/2017,103.970001,104.43,102.550003,103.769997,101.78492,7197100
6/8/2017,103.769997,104.739998,103.440002,104,102.010521,6457800
6/9/2017,104.010002,106.489998,104.010002,106.400002,104.364616,6595600
6/12/2017,106.400002,108.43,106.400002,108.040001,105.973244,8690600
6/13/2017,108.339996,108.489998,107.160004,108.129997,106.061516,6099700
6/14/2017,107.910004,107.989998,105.739998,106.599998,104.560783,6202300
6/15/2017,106.5,106.800003,105.870003,106.330002,104.295952,5441400
6/16/2017,106.940002,108.360001,106.209999,108.349998,106.277306,11633900
6/19/2017,108.309998,108.379997,107.139999,107.459999,105.404335,4577800
6/20/2017,106.25,106.599998,105.379997,106.480003,104.443085,5171200
6/21/2017,105.889999,106.900002,103.919998,104.489998,102.491142,6989400
6/22/2017,104.480003,105.139999,104.040001,104.449997,102.451912,4197400
6/23/2017,104.25,105.419998,104.239998,105,102.991394,5773300
6/26/2017,105.029999,105.190002,104.029999,104.139999,102.14785,3602500
6/27/2017,104.730003,104.889999,104.029999,104.07,102.079185,4170300
6/28/2017,104.43,104.900002,104.040001,104.279999,102.285164,4162300
6/29/2017,104.379997,105.150002,104.050003,104.120003,102.128235,4288600
6/30/2017,104.529999,104.720001,103.889999,104.330002,102.334213,5497000
7/3/2017,104.239998,106.959999,104.239998,106.300003,104.266525,4419100
7/5/2017,105.989998,106.300003,104.269997,104.620003,102.618668,4482700
7/6/2017,104.669998,105.129997,103.709999,103.82,101.833969,5084800
7/7/2017,103.589996,103.760002,102.809998,103.489998,101.510277,6457000
7/10/2017,103.440002,103.580002,102.599998,103.040001,101.068893,4629000
7/11/2017,103.150002,103.5,102.550003,103.120003,101.147354,4322400
7/12/2017,104,104.75,103.470001,103.889999,101.902626,3978100
7/13/2017,103.800003,104.209999,103.459999,104.129997,102.138039,4439100
7/14/2017,104.379997,104.639999,103.730003,104.440002,102.442108,3644300
7/17/2017,104.32,104.970001,104.080002,104.209999,102.216499,5572400
7/18/2017,104.599998,104.599998,103.510002,103.720001,101.735878,4339400
7/19/2017,103.559998,104.480003,103.510002,104.459999,102.461723,4932000
7/20/2017,105,105.370003,103.82,104.629997,102.628471,5367800
7/21/2017,104.18,104.379997,103.150002,103.25,101.274872,5304100
7/24/2017,103.18,103.57,102.919998,103.199997,101.225822,4080400
7/25/2017,104.449997,105.150002,104.32,104.389999,102.393066,7093800
7/26/2017,104.629997,106.080002,104.199997,105.120003,103.1091,5881400
7/27/2017,104.879997,106.32,104.610001,106.110001,104.080162,5888400
7/28/2017,106.709999,109.129997,106.360001,108.120003,106.051712,7812600
7/31/2017,108.389999,110,108.150002,109.190002,107.101242,7561200
8/1/2017,109.540001,110.970001,109.419998,110.779999,108.66082,8162900
8/2/2017,110.389999,111.199997,109.849998,110.459999,108.346947,6212300
8/3/2017,110.230003,110.449997,109.050003,109.43,107.336647,5605400
8/4/2017,109.43,110.199997,109.43,110.110001,108.003647,4643500
8/7/2017,109.809998,110.290001,109.580002,109.779999,107.679955,4762800
8/8/2017,110,110.709999,109.769997,110.349998,108.239052,4107300
8/9/2017,110.739998,111.410004,110.260002,110.889999,108.768723,3966800
8/10/2017,111.230003,111.440002,110.029999,110.110001,108.003647,4950700
8/11/2017,110.199997,110.489998,109.129997,109.230003,107.14048,3383000
8/14/2017,109.260002,109.82,108.32,108.709999,106.630424,4262300
8/15/2017,108.75,108.900002,107.529999,108.57,106.493103,5310700
8/16/2017,107.629997,107.919998,106.690002,106.839996,105.849121,4186600
8/17/2017,106.610001,106.870003,105.910004,105.919998,104.93766,5870300
8/18/2017,105.839996,107.339996,105.5,106.480003,105.49247,5467400
8/21/2017,106.480003,106.480003,105.300003,105.779999,104.798958,3560400
8/22/2017,105.989998,106.919998,105.809998,106.360001,105.373581,5630900
8/23/2017,106.209999,107.059998,106.110001,106.610001,105.621262,4185800
8/24/2017,106.5,107.669998,106.330002,107.440002,106.443565,5059700
8/25/2017,107.82,108.709999,107.519997,108.230003,107.226242,4384200
8/28/2017,108.540001,108.589996,107.269997,107.760002,106.760597,3681600
8/29/2017,107.43,108.050003,107.040001,107.860001,106.859665,3230600
8/30/2017,107.580002,107.839996,107.099998,107.730003,106.730873,3126000
8/31/2017,108,108.230003,107.5,107.620003,106.621895,5508200
9/1/2017,107.68,109.160004,107.510002,108.760002,107.75132,3660300
9/5/2017,109.360001,110.260002,108.699997,109.440002,108.425018,5198500
9/6/2017,110,112.230003,109.800003,111.790001,110.75322,8577300
9/7/2017,112.18,112.870003,111.360001,111.800003,110.76313,5937800
9/8/2017,111.589996,111.75,110.529999,110.779999,109.752586,4033100
9/11/2017,111.830002,112.57,111.519997,112.519997,111.476448,5973400
9/12/2017,112.82,112.949997,111.860001,112.489998,111.446724,5110100
9/13/2017,112.489998,114.32,112.279999,114.18,113.121056,5889400
9/14/2017,114.260002,115.339996,114.18,114.449997,113.38855,5819100
9/15/2017,114.830002,114.910004,113.629997,114.629997,113.566879,8387600
9/18/2017,114.419998,115.220001,114.32,115.190002,114.121689,4954600
9/19/2017,115.25,116.419998,115.190002,116.339996,115.261017,6188000
9/20/2017,116.5,117.150002,116.199997,116.370003,115.290749,5378200
9/21/2017,116.220001,116.519997,115.830002,116.470001,115.389816,4334500
9/22/2017,116.410004,117.830002,116.269997,117.290001,116.202209,5307100
9/25/2017,117.230003,118.330002,117.019997,117.989998,116.895714,5980300
9/26/2017,117.790001,118.029999,117.25,117.519997,116.430077,4874700
9/27/2017,117.459999,117.599998,116.769997,117.449997,116.360725,3926800
9/28/2017,117.169998,118.129997,117.019997,117.620003,116.529152,4949000
9/29/2017,117.169998,117.519997,116.730003,117.5,116.410263,4874800
10/2/2017,116.419998,117.790001,115.529999,117.43,116.340912,4285600
10/3/2017,117.080002,118.25,117.010002,117.82,116.727295,3892200
10/4/2017,117.82,117.870003,117.129997,117.580002,116.489525,3443400
10/5/2017,117.449997,118.690002,117.330002,118.580002,117.480247,5470900
10/6/2017,117.949997,118.150002,116.800003,117.029999,115.944618,3533300
10/9/2017,117.339996,118.080002,117.010002,117.709999,116.618317,2951900
10/10/2017,118.400002,119.82,118.290001,118.800003,117.698212,5683100
