Date,Open,High,Low,Close,Adj Close,Volume
9/20/2017,58.16,58.900002,58.150002,58.830002,57.954445,5085900
9/21/2017,58.880001,59.279999,58.77,59.009998,58.13176,3838200
9/22/2017,59.220001,59.59,59.200001,59.48,58.594769,2358500
9/25/2017,59.57,60.009998,59.560001,59.869999,58.978962,3127500
9/26/2017,59.919998,60.150002,59.77,60.119999,59.225243,4435600
9/27/2017,59.66,60.02,59.52,60,59.107029,7972600
9/28/2017,60.389999,60.66,60.200001,60.369999,59.471519,5680700
9/29/2017,60.470001,60.619999,60.25,60.580002,59.678398,2586300
10/2/2017,60.189999,60.57,60.07,60.549999,59.648842,2012800
10/3/2017,60.599998,61.080002,60.580002,60.900002,59.993633,2852000
10/4/2017,60.759998,60.900002,60.529999,60.900002,59.993633,4342300
10/5/2017,60.939999,61.130001,60.740002,61.029999,60.121696,3733700
10/6/2017,60.439999,60.459999,60.049999,60.150002,59.254799,2657100
10/9/2017,60.419998,60.59,60.32,60.450001,59.550331,1594200
10/10/2017,60.959999,61.09,60.82,61.040001,60.13155,2791100
10/11/2017,61.18,61.27,60.93,61.23,60.318722,2884900
10/12/2017,60.84,60.91,60.66,60.73,59.826164,2106200
10/13/2017,61.299999,61.419998,60.91,60.919998,60.013332,2721700
10/16/2017,61.240002,61.290001,60.869999,60.869999,59.964081,2612500
10/17/2017,60.98,60.990002,60.490002,60.700001,59.796612,2841600
10/18/2017,60.82,60.959999,60.43,60.529999,59.629139,3464800
10/19/2017,60.860001,61.299999,60.810001,61.029999,60.121696,3547400
10/20/2017,60.98,61.150002,60.919998,61.07,60.161102,2437700
10/23/2017,61.119999,61.43,61.009998,61.009998,60.101994,4635300
10/24/2017,61.580002,61.84,61.299999,61.389999,60.476341,4749400
10/25/2017,61.700001,61.720001,60.880001,61.049999,60.141399,6862600
10/26/2017,61.139999,61.150002,60.709999,60.900002,59.993633,2783600
10/27/2017,60.799999,61.389999,60.619999,61.27,60.358128,5553600
10/30/2017,61.740002,62.23,61.669998,62.189999,61.264435,8022500
10/31/2017,62.73,63.279999,62.52,63.029999,62.09193,9233500
11/1/2017,62.919998,63.169998,62.639999,63.040001,62.101784,5853200
11/2/2017,62.93,64.239998,62.93,64.220001,63.264225,8200100
11/3/2017,64.150002,64.220001,63.610001,64.099998,63.146008,3742700
11/6/2017,64.25,65.830002,64.220001,65.519997,64.544868,9346600
11/7/2017,65.32,65.330002,64.489998,64.540001,63.57946,8912300
11/8/2017,64.650002,64.830002,64.239998,64.349998,63.392284,5182300
11/9/2017,64.589996,64.650002,64.129997,64.269997,63.313477,6453300
11/10/2017,64.330002,64.379997,63.66,63.900002,62.948986,9237800
11/13/2017,63.790001,64.129997,63.66,63.900002,62.948986,3071200
11/14/2017,64.099998,64.120003,63.630001,63.799999,62.850471,2930600
11/15/2017,63.080002,63.380001,63.02,63.16,62.219997,4353400
11/16/2017,62.040001,62.110001,61.459999,61.560001,61.560001,4419400
11/17/2017,61.860001,62.07,61.599998,61.900002,61.900002,2507600
11/20/2017,62.099998,62.139999,61.66,61.720001,61.720001,2702500
11/21/2017,62.189999,62.290001,61.459999,61.48,61.48,3359000
11/22/2017,62.080002,62.34,62,62.150002,62.150002,3215900
11/24/2017,62.389999,62.650002,62.360001,62.439999,62.439999,2044700
11/27/2017,62.299999,62.360001,61.709999,61.849998,61.849998,4710800
11/28/2017,64.129997,64.400002,63.73,63.93,63.93,6115100
11/29/2017,63.82,64.169998,63.419998,63.689999,63.689999,2672300
11/30/2017,64.129997,64.449997,63.57,64.120003,64.120003,3929500
12/1/2017,63.849998,64.489998,63.830002,64.169998,64.169998,3672200
12/4/2017,64.099998,64.470001,63.959999,64.150002,64.150002,4026800
12/5/2017,64.150002,64.269997,63.830002,63.990002,63.990002,2357700
12/6/2017,63.639999,63.849998,63.360001,63.5,63.5,2487600
12/7/2017,63.169998,63.59,63.099998,63.290001,63.290001,2931100
12/8/2017,63.290001,63.52,63.099998,63.459999,63.459999,2812400
12/11/2017,63.82,64.160004,63.790001,63.939999,63.939999,2688000
12/12/2017,64.639999,64.800003,64.440002,64.5,64.5,4763800
12/13/2017,64.75,65.029999,64.43,64.970001,64.970001,4217800
12/14/2017,64.669998,64.970001,64.510002,64.550003,64.550003,2426200
12/15/2017,64.870003,64.989998,64.510002,64.699997,64.699997,4241400
12/18/2017,65,65.330002,64.849998,64.849998,64.849998,5403000
12/19/2017,64.860001,64.919998,64.599998,64.900002,64.900002,2772100
12/20/2017,64.839996,65.129997,64.529999,65.099998,65.099998,2947800
12/21/2017,65.199997,66.209999,65.120003,66.18,66.18,3242800
12/22/2017,65.699997,66.019997,65.660004,65.75,65.75,2826400
12/26/2017,65.839996,66.550003,65.75,66.540001,66.540001,1443300
12/27/2017,66.349998,66.470001,66.190002,66.230003,66.230003,3229800
12/28/2017,66.379997,66.629997,66.239998,66.5,66.5,1672200
12/29/2017,66.610001,66.919998,66.57,66.709999,66.709999,1586700
1/2/2018,67,68.089996,66.910004,68.040001,68.040001,3470700
1/3/2018,67.919998,68.690002,67.919998,68.589996,68.589996,3483300
1/4/2018,68.620003,69.07,68.599998,68.889999,68.889999,2638900
1/5/2018,68.790001,69.110001,68.580002,69.040001,69.040001,2562100
1/8/2018,68.800003,69.080002,68.690002,69.059998,69.059998,2741600
1/9/2018,68.949997,69.029999,68.620003,68.769997,68.769997,1914400
1/10/2018,69.029999,69.32,68.910004,69.040001,69.040001,2307000
1/11/2018,69.370003,70.019997,69.330002,69.839996,69.839996,2731600
1/12/2018,70.470001,70.940002,70.32,70.879997,70.879997,2917500
